user_session,contract_id,pair_identifier,option1_key,option2_key,winner_key,voted_at,user_agent,ip_address,session_start_time
ai_gemini_0314c4a899e7,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,2vs3,2,3,2,2025-06-11 08:21:23.734212,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:23.514758
ai_gemini_0314c4a899e7,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",0vs1,0,1,0,2025-06-11 08:21:24.825877,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:24.609163
ai_gemini_0314c4a899e7,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",0vs2,0,2,2,2025-06-11 08:21:25.946253,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:25.727843
ai_gemini_0314c4a899e7,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",0vs3,0,3,3,2025-06-11 08:21:27.431188,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:27.213950
ai_gemini_0314c4a899e7,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",1vs2,1,2,2,2025-06-11 08:21:28.428722,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:28.210094
ai_gemini_0314c4a899e7,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",1vs3,1,3,3,2025-06-11 08:21:29.565552,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:29.340175
ai_gemini_0314c4a899e7,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",2vs3,2,3,3,2025-06-11 08:21:30.778990,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:30.559804
ai_gemini_0314c4a899e7,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,0vs1,0,1,1,2025-06-11 08:21:32.214626,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:31.996253
ai_gemini_0314c4a899e7,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,0vs2,0,2,2,2025-06-11 08:21:33.236930,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:33.018903
ai_gemini_0314c4a899e7,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,0vs3,0,3,3,2025-06-11 08:21:34.469761,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:34.241284
ai_gemini_0314c4a899e7,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,1vs2,1,2,2,2025-06-11 08:21:35.852260,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:35.634148
ai_gemini_0314c4a899e7,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,1vs3,1,3,3,2025-06-11 08:21:37.039619,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:36.820944
ai_gemini_0314c4a899e7,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,2vs3,2,3,2,2025-06-11 08:21:38.029379,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:37.809443
ai_gemini_0314c4a899e7,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",0vs1,0,1,1,2025-06-11 08:21:39.509071,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:39.287101
ai_gemini_0314c4a899e7,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",0vs2,0,2,2,2025-06-11 08:21:41.065139,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:40.831558
ai_gemini_0314c4a899e7,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",0vs3,0,3,3,2025-06-11 08:21:42.078969,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:41.859997
ai_gemini_0314c4a899e7,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",1vs2,1,2,2,2025-06-11 08:21:43.043958,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:42.822784
ai_gemini_0314c4a899e7,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",1vs3,1,3,1,2025-06-11 08:21:44.080483,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:43.861188
ai_gemini_0314c4a899e7,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",2vs3,2,3,2,2025-06-11 08:21:45.326530,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:45.107035
ai_gemini_0314c4a899e7,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",0vs1,0,1,0,2025-06-11 08:21:46.887611,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:46.668476
ai_gemini_0314c4a899e7,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",0vs2,0,2,2,2025-06-11 08:21:47.757843,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:47.537366
ai_gemini_0314c4a899e7,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",0vs3,0,3,3,2025-06-11 08:21:48.779572,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:48.561698
ai_gemini_0314c4a899e7,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",1vs2,1,2,2,2025-06-11 08:21:50.177646,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:49.956610
ai_gemini_0314c4a899e7,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",1vs3,1,3,3,2025-06-11 08:21:51.278080,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:51.057218
ai_gemini_0314c4a899e7,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",2vs3,2,3,2,2025-06-11 08:21:52.971836,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:52.752611
ai_gemini_0314c4a899e7,IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,0vs1,0,1,0,2025-06-11 08:21:53.965954,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:53.748243
ai_gemini_0314c4a899e7,IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,0vs2,0,2,2,2025-06-11 08:21:55.559745,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:55.339784
ai_gemini_0314c4a899e7,IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,0vs3,0,3,3,2025-06-11 08:21:56.683288,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:56.462547
ai_gemini_0314c4a899e7,IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,1vs2,1,2,2,2025-06-11 08:21:57.643761,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:57.425068
ai_gemini_0314c4a899e7,IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,1vs3,1,3,3,2025-06-11 08:21:58.612261,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:58.390458
ai_gemini_0314c4a899e7,IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,2vs3,2,3,2,2025-06-11 08:22:00.029361,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:59.807504
ai_gemini_0314c4a899e7,InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,0vs1,0,1,0,2025-06-11 08:22:01.292555,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:01.072619
ai_gemini_0314c4a899e7,InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,0vs2,0,2,2,2025-06-11 08:22:02.703324,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:02.483364
ai_gemini_0314c4a899e7,InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,0vs3,0,3,0,2025-06-11 08:22:03.684301,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:03.465550
ai_gemini_0314c4a899e7,InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,1vs2,1,2,2,2025-06-11 08:22:04.761338,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:04.542241
ai_gemini_0314c4a899e7,InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,1vs3,1,3,1,2025-06-11 08:22:05.784263,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:05.564801
ai_gemini_0314c4a899e7,InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,2vs3,2,3,2,2025-06-11 08:22:06.908483,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:06.685282
ai_gemini_0314c4a899e7,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,0vs1,0,1,1,2025-06-11 08:22:08.286456,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:08.067259
ai_gemini_0314c4a899e7,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,0vs2,0,2,2,2025-06-11 08:22:09.280929,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:09.060539
ai_gemini_0314c4a899e7,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,0vs3,0,3,3,2025-06-11 08:22:10.908187,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:10.688201
ai_gemini_0314c4a899e7,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,1vs2,1,2,2,2025-06-11 08:22:11.810871,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:11.591306
ai_gemini_0314c4a899e7,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,1vs3,1,3,3,2025-06-11 08:22:12.722739,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:12.501878
ai_gemini_0314c4a899e7,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,2vs3,2,3,2,2025-06-11 08:22:14.211316,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:13.991437
ai_gemini_0314c4a899e7,MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,0vs1,0,1,0,2025-06-11 08:22:15.885743,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:15.666022
ai_gemini_0314c4a899e7,MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,0vs2,0,2,0,2025-06-11 08:22:17.462491,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:17.243324
ai_gemini_0314c4a899e7,MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,0vs3,0,3,0,2025-06-11 08:22:19.096109,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:18.877698
ai_gemini_0314c4a899e7,MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,1vs2,1,2,2,2025-06-11 08:22:19.945931,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:19.725728
ai_gemini_0314c4a899e7,MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,1vs3,1,3,3,2025-06-11 08:22:20.828572,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:20.608531
ai_gemini_0314c4a899e7,MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,2vs3,2,3,2,2025-06-11 08:22:21.909266,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:21.690754
ai_gemini_0314c4a899e7,"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",0vs1,0,1,0,2025-06-11 08:22:22.739085,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:22.519989
ai_gemini_0314c4a899e7,"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",0vs2,0,2,2,2025-06-11 08:22:23.666349,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:23.445929
ai_gemini_0314c4a899e7,"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",0vs3,0,3,0,2025-06-11 08:22:24.630628,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:24.409260
ai_gemini_0314c4a899e7,"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",1vs2,1,2,2,2025-06-11 08:22:26.068522,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:25.840890
ai_gemini_0314c4a899e7,"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",1vs3,1,3,3,2025-06-11 08:22:26.991267,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:26.770215
ai_gemini_0314c4a899e7,"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",2vs3,2,3,2,2025-06-11 08:22:28.168789,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:27.924034
ai_gemini_0314c4a899e7,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",0vs1,0,1,1,2025-06-11 08:22:29.202412,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:28.979035
ai_gemini_0314c4a899e7,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",0vs2,0,2,2,2025-06-11 08:22:30.882363,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:30.662367
ai_gemini_0314c4a899e7,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",0vs3,0,3,0,2025-06-11 08:22:32.089402,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:31.869737
ai_gemini_0314c4a899e7,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",1vs2,1,2,2,2025-06-11 08:22:32.954778,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:32.735134
ai_gemini_0314c4a899e7,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",1vs3,1,3,3,2025-06-11 08:22:34.535307,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:34.316213
ai_gemini_0314c4a899e7,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",2vs3,2,3,2,2025-06-11 08:22:35.538171,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:35.318511
ai_gemini_0314c4a899e7,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,0vs1,0,1,0,2025-06-11 08:22:36.963282,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:36.744169
ai_gemini_0314c4a899e7,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,0vs2,0,2,2,2025-06-11 08:22:37.924443,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:37.704372
ai_gemini_0314c4a899e7,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,0vs3,0,3,3,2025-06-11 08:22:38.980368,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:38.761314
ai_gemini_0314c4a899e7,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,1vs2,1,2,2,2025-06-11 08:22:39.985113,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:39.765716
ai_gemini_0314c4a899e7,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,1vs3,1,3,3,2025-06-11 08:22:40.947942,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:40.727860
ai_gemini_0314c4a899e7,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,2vs3,2,3,2,2025-06-11 08:22:42.074457,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:41.852994
ai_gemini_0314c4a899e7,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,0vs1,0,1,0,2025-06-11 08:22:43.054230,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:42.831750
ai_gemini_0314c4a899e7,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,0vs2,0,2,2,2025-06-11 08:22:44.132079,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:43.911187
ai_gemini_0314c4a899e7,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,0vs3,0,3,3,2025-06-11 08:22:45.312598,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:45.092402
ai_gemini_0314c4a899e7,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,1vs2,1,2,2,2025-06-11 08:22:46.342193,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:46.118620
ai_gemini_0314c4a899e7,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,1vs3,1,3,3,2025-06-11 08:22:47.271292,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:47.049602
ai_gemini_0314c4a899e7,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,2vs3,2,3,2,2025-06-11 08:22:49.237446,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:49.017816
ai_gemini_0314c4a899e7,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",0vs1,0,1,0,2025-06-11 08:22:50.248026,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:50.026297
ai_gemini_0314c4a899e7,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",0vs2,0,2,2,2025-06-11 08:22:51.467838,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:51.247697
ai_gemini_0314c4a899e7,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",0vs3,0,3,3,2025-06-11 08:22:52.326405,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:52.104688
ai_gemini_0314c4a899e7,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",1vs2,1,2,2,2025-06-11 08:22:53.290531,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:53.067818
ai_gemini_0314c4a899e7,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",1vs3,1,3,3,2025-06-11 08:22:54.577247,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:54.355225
ai_gemini_0314c4a899e7,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",2vs3,2,3,3,2025-06-11 08:22:55.978559,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:55.756529
ai_gemini_0314c4a899e7,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,0vs1,0,1,0,2025-06-11 08:22:57.398395,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:57.177869
ai_gemini_0314c4a899e7,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,0vs2,0,2,2,2025-06-11 08:22:58.619098,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:58.398370
ai_gemini_0314c4a899e7,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,0vs3,0,3,3,2025-06-11 08:22:59.524119,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:22:59.302064
ai_gemini_0314c4a899e7,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,1vs2,1,2,2,2025-06-11 08:23:00.976577,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:00.756488
ai_gemini_0314c4a899e7,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,1vs3,1,3,3,2025-06-11 08:23:01.931515,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:01.708638
ai_gemini_0314c4a899e7,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,2vs3,2,3,3,2025-06-11 08:23:03.457694,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:03.236493
ai_gemini_0314c4a899e7,"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT",0vs1,0,1,0,2025-06-11 08:23:04.917919,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:04.696606
ai_gemini_0314c4a899e7,"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT",0vs2,0,2,2,2025-06-11 08:23:05.774413,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:05.548590
ai_gemini_0314c4a899e7,"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT",0vs3,0,3,3,2025-06-11 08:23:06.656109,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:06.434952
ai_gemini_0314c4a899e7,"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT",1vs2,1,2,2,2025-06-11 08:23:08.046889,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:07.825845
ai_gemini_0314c4a899e7,"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT",1vs3,1,3,3,2025-06-11 08:23:08.906865,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:08.685852
ai_gemini_0314c4a899e7,"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT",2vs3,2,3,2,2025-06-11 08:23:10.131021,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:09.908661
ai_gemini_0314c4a899e7,"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement",0vs1,0,1,1,2025-06-11 08:23:11.027895,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:10.806244
ai_gemini_0314c4a899e7,"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement",0vs2,0,2,2,2025-06-11 08:23:11.890888,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:11.667610
ai_gemini_0314c4a899e7,"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement",0vs3,0,3,3,2025-06-11 08:23:13.380359,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:23:13.158500
